"","date","n"
"1","2020-09-04",1
"2","2020-09-05",1
"3","2020-09-06",1
"4","2020-09-07",1
"5","2020-09-09",1
"6","2020-09-10",1
"7","2020-09-12",1
"8","2020-09-15",1
"9","2020-09-16",2
"10","2020-09-17",1
"11","2020-09-18",2
"12","2020-09-19",989
