"","date","n"
"1","2020-09-04",4
"2","2020-09-05",5
"3","2020-09-06",1
"4","2020-09-07",2
"5","2020-09-09",1
"6","2020-09-10",1
"7","2020-09-12",1
"8","2020-09-15",2
"9","2020-09-16",3
"10","2020-09-17",2
"11","2020-09-18",4
"12","2020-09-19",1770
